num_runs,nis_mean,nis_variance,log_mean_component,log_variance_component,cnis,dof
3800,35.9478,72.5548,-0.00145099,0.00767556,0.00912655,36
3850,35.96,72.5313,-0.00111189,0.00735221,0.0084641,36
3900,35.9523,72.3018,-0.00132577,0.00418347,0.00550924,36
3950,35.954,72.19,-0.0012778,0.00263575,0.00391355,36
4000,35.939,72.2365,-0.00169706,0.00327994,0.004977,36
4050,35.9424,72.2336,-0.00160157,0.00323852,0.00484009,36
4100,35.9429,72.5858,-0.00158756,0.00810253,0.00969009,36
4150,35.9689,72.5436,-0.00086318,0.00752211,0.00838529,36
4200,35.9511,72.4527,-0.0013605,0.00626742,0.00762792,36
4250,35.9557,72.4063,-0.0012321,0.00562675,0.00685885,36
4300,35.9605,72.1298,-0.00109894,0.0018014,0.00290034,36
4350,35.9171,71.956,-0.0023043,-0.000611626,0.00291593,36
4400,35.9119,71.8611,-0.00244951,-0.00193061,0.00438013,36
4450,35.8859,71.7369,-0.00317348,-0.00366073,0.0068342,36
4500,35.8795,71.6059,-0.00335171,-0.00548918,0.00884089,36
4550,35.8836,71.503,-0.00323987,-0.00692635,0.0101662,36
4600,35.8844,71.4287,-0.00321619,-0.00796703,0.0111832,36
4650,35.9034,71.7793,-0.00268803,-0.00307065,0.00575868,36
4700,35.9224,71.8886,-0.0021572,-0.00154869,0.00370589,36
4750,35.934,71.9723,-0.00183427,-0.00038532,0.00221959,36
4800,35.9562,71.9723,-0.00121681,-0.000385473,0.00160228,36
4850,35.9275,71.8038,-0.00201578,-0.00272899,0.00474477,36
4900,35.9391,71.5639,-0.00169376,-0.00607484,0.0077686,36
4950,35.9277,71.6738,-0.00201096,-0.00454048,0.00655144,36
5000,35.9235,71.9019,-0.00212722,-0.00136385,0.00349107,36
5050,35.9342,72.052,-0.00182924,0.000722106,0.00255135,36
5100,35.936,71.9884,-0.00177827,-0.000161805,0.00194008,36
5150,35.9241,71.8812,-0.0021109,-0.00165204,0.00376294,36
5200,35.9261,71.7839,-0.00205563,-0.00300538,0.00506101,36
5250,35.9444,71.9342,-0.00154669,-0.000914609,0.0024613,36
5300,35.9478,71.9494,-0.00144998,-0.000703319,0.0021533,36
5350,35.9539,72.1316,-0.00128274,0.00182616,0.0031089,36
5400,35.956,72.2377,-0.00122357,0.00329589,0.00451946,36
5450,35.9404,72.1142,-0.00165565,0.00158417,0.00323982,36
5500,35.9612,72.207,-0.00107911,0.00287122,0.00395034,36
5550,35.9466,72.1249,-0.00148334,0.00173258,0.00321592,36
5600,35.9419,72.3266,-0.00161428,0.00452579,0.00614007,36
5650,35.9305,72.6256,-0.00193255,0.00865143,0.010584,36
5700,35.9336,72.5979,-0.00184747,0.00827003,0.0101175,36
5750,35.9161,72.6199,-0.00233407,0.00857249,0.0109066,36
5800,35.9068,72.4501,-0.00259279,0.00623125,0.00882404,36
5850,35.9205,72.5057,-0.00221119,0.00699892,0.00921012,36
5900,35.9247,72.5537,-0.00209288,0.0076608,0.00975369,36
5950,35.9384,72.7686,-0.0017138,0.0106187,0.0123324,36
6000,35.9333,72.5819,-0.00185539,0.00804981,0.00990521,36
