run,t,x,y,vx,vy
29,17,16.9309,16.5526,0.985817,0.777321
29,18,18.1096,18.4152,0.966359,1.03309
29,19,19.1392,18.6802,1.28054,1.07218
30,0,0,0,1,1
30,1,1.0644,0.81384,0.725104,1.48732
30,2,1.52962,1.95127,1.20639,1.32002
30,3,3.11032,3.18615,0.299944,0.992833
30,4,3.70797,3.50832,1.40563,1.34321
30,5,5.46336,4.37164,0.777078,1.28156
30,6,5.75579,5.80272,0.922387,1.50874
30,7,7.11333,7.12587,1.11941,1.1123
30,8,7.7594,8.05927,0.852888,1.19278
30,9,9.08978,9.18768,0.921316,1.31438
30,10,9.73155,10.1583,0.528339,0.623746
30,11,11.2482,10.8913,0.949869,1.17284
30,12,12.5719,12.1188,1.37004,1.01863
30,13,13.1214,12.8589,0.912381,0.897785
30,14,13.7271,14.2292,0.648168,1.15995
30,15,15.1351,14.9643,0.949348,0.439022
30,16,16.4435,16.33,1.26155,1.01929
30,17,16.7415,17.5595,1.43276,1.20978
30,18,17.9786,17.9194,0.588083,1.30422
30,19,19.0759,19.0344,0.836798,1.06614
31,0,0,0,1,1
31,1,1.27579,0.502394,1.02353,0.588796
31,2,1.82542,1.91961,0.978948,1.35131
31,3,2.9202,3.82315,0.878882,1.2519
31,4,3.88197,4.07954,0.529921,0.904971
31,5,5.15377,4.83112,0.89474,0.838487
31,6,6.33131,5.36259,1.32125,1.40994
31,7,6.94557,7.16785,1.01786,0.74406
31,8,8.45434,7.64187,1.33042,1.47628
31,9,8.8726,9.18532,0.605502,1.04174
31,10,9.57828,10.1843,1.12864,1.04929
31,11,10.6849,11.0193,0.494754,1.18531
31,12,12.3392,12.1188,1.38411,1.37943
31,13,13.1972,13.1893,0.683511,1.13414
31,14,13.9068,14.2215,1.16827,0.927833
31,15,15.2671,14.9897,0.836447,0.868181
31,16,16.0539,16.2046,1.18889,0.642404
31,17,17.0046,16.8099,0.836226,1.47496
31,18,17.592,17.4025,1.91307,0.706158
31,19,19.0593,18.5579,1.09728,0.559603
32,0,0,0,1,1
32,1,1.22472,0.958653,1.04053,0.693336
32,2,2.26798,2.14552,0.692479,0.992415
32,3,2.7297,3.20693,0.788011,0.533345
32,4,4.07298,3.92446,1.48437,1.26352
32,5,5.36045,5.12105,0.886696,0.496005
32,6,5.99735,6.29032,1.55723,1.29055
32,7,6.84006,6.96898,1.05179,1.27728
32,8,7.60465,8.33408,1.06496,0.766451
32,9,8.78645,8.99742,1.29175,1.09264
32,10,9.66598,10.1881,1.10639,1.5807
32,11,10.9301,11.2429,1.04374,1.21099
32,12,11.5296,12.0016,1.74576,0.823693
32,13,13.5051,12.6677,1.17174,0.903859
32,14,13.5356,14.2452,1.21241,1.16523
32,15,15.3299,14.5602,1.06275,1.29997
32,16,16.2952,15.7345,1.08833,1.01295
32,17,16.9647,16.8564,0.794817,0.644758
32,18,17.7225,18.0547,0.627311,0.90592
32,19,18.7407,19.2418,0.797035,1.18111
33,0,0,0,1,1
33,1,1.31081,1.25733,0.640211,0.563878
33,2,1.59867,2.94366,1.01277,0.787445
33,3,3.12238,3.75787,1.21537,1.45852
33,4,3.3383,4.1235,1.49602,0.530362
33,5,4.66794,4.97068,1.36347,0.427519
33,6,6.06828,5.58508,1.00114,0.598565
33,7,7.16953,7.03719,1.30667,0.924145
33,8,7.69563,8.51488,1.13537,1.37124
33,9,9.58615,8.83519,0.569644,1.1777
33,10,10.2863,9.80845,0.857883,1.83513
33,11,11.1458,10.3426,1.27361,1.71235
33,12,11.7277,11.427,0.438038,0.922703
33,13,13.3835,13.3112,0.635125,1.02677
33,14,14.5971,14.2972,1.05384,0.807851
33,15,15.0947,14.8915,0.762378,1.18635
33,16,15.5982,16.1426,1.25526,0.614246
33,17,16.6195,16.6896,0.998598,1.07297
33,18,17.9191,17.798,0.73826,0.875953
33,19,18.7399,19.396,1.10348,1.21886
34,0,0,0,1,1
34,1,0.85519,1.0055,0.712571,1.43298
34,2,2.06744,2.35112,0.908351,1.5269
34,3,3.41422,3.36804,1.29677,1.03086
34,4,4.08444,4.15581,1.19701,0.813722
34,5,4.98633,5.00693,1.23657,0.878831
34,6,5.58364,6.12867,1.10946,0.717949
34,7,7.28607,7.0977,0.837675,1.02015
34,8,7.74538,7.68139,1.00833,0.931608
34,9,8.82432,8.76563,1.1371,1.04476
34,10,10.1115,9.27148,0.845767,1.4437
34,11,11.472,10.681,1.1284,1.2058
34,12,11.5155,11.4638,0.974203,2.02399
34,13,13.1821,12.6043,0.870912,0.854884
34,14,14.7579,13.8321,0.932377,0.848272
34,15,14.9475,15.5191,1.26943,1.49565
34,16,15.6843,16.646,1.07994,0.987674
34,17,16.6723,16.4784,0.767604,1.32554
34,18,18.0999,17.8327,1.21355,1.25332
34,19,17.9312,19.367,0.869675,1.33513
35,0,0,0,1,1
35,1,0.973219,0.914584,1.24419,0.900282
35,2,2.25652,2.33842,1.34686,0.991265
35,3,2.58224,2.89611,1.0577,1.03476
35,4,4.03724,3.92602,1.26125,0.867968
35,5,4.82775,5.63506,1.22746,1.0579
35,6,5.93215,5.82369,0.626257,1.41233
35,7,7.00984,6.70636,0.460367,0.929744
35,8,8.65029,7.98657,0.944645,1.16657
35,9,8.77961,9.12665,0.617347,0.58595
35,10,9.70865,10.0358,0.508517,0.828201
35,11,11.0156,11.3812,0.828517,1.22138
35,12,12.0177,12.4629,1.09274,0.937694
35,13,13.9913,12.8606,1.19071,0.835541
35,14,14.1297,13.6719,0.987132,0.836352
35,15,15.4813,14.7505,0.138351,0.935693
35,16,16.7139,15.7673,0.789241,0.637951
35,17,16.9034,16.5559,0.865925,0.752038
35,18,18.0014,18.3985,0.721994,0.859716
35,19,18.7065,19.3395,0.994208,1.67341
36,0,0,0,1,1
36,1,1.05737,1.30294,0.469502,1.29379
36,2,2.49425,2.13038,0.440359,1.59566
36,3,2.91446,3.63678,1.31523,0.959314
36,4,3.64458,4.18826,0.916471,1.55711
36,5,5.25799,5.62122,0.958125,1.27947
36,6,6.17824,6.48358,1.01293,0.783886
36,7,7.30158,6.74411,1.25948,0.850986
36,8,8.31913,8.12664,0.70412,1.10515
36,9,9.08043,8.92887,0.686981,1.72784
36,10,9.3983,10.2016,1.17072,0.727791
36,11,10.8418,10.7474,1.68436,1.53141
36,12,12.2636,11.7918,1.42078,1.29516
36,13,13.0502,13.098,1.22101,1.17121
36,14,13.4901,13.7737,1.29412,1.06125
36,15,15.5952,14.6242,0.973644,0.849403
36,16,16.0229,16.375,1.15859,0.609864
36,17,16.8295,17.1801,1.35044,1.487
36,18,18.08,18.3463,0.846284,0.633568
36,19,18.8955,19.2476,1.31237,0.536581
37,0,0,0,1,1
37,1,0.720258,0.267984,0.913477,1.41257
37,2,1.94216,2.06841,0.805186,1.04813
37,3,2.96927,3.28446,0.901824,1.15518
37,4,4.31018,4.15313,1.02699,1.17698
37,5,4.98872,4.99504,1.15558,1.31285
37,6,6.0743,5.73286,0.669415,1.16287
37,7,7.02127,6.98489,0.855241,1.16852
37,8,8.05112,8.11506,0.779318,1.05569
37,9,8.69573,8.52109,1.13941,1.14399
37,10,9.79897,10.0241,1.44019,1.40467
37,11,11.2089,11.0043,1.1036,0.435708
37,12,12.451,12.1496,1.06932,0.949388
37,13,13.4332,12.8043,0.524083,0.552457
37,14,13.2327,13.9187,0.802422,0.914673
37,15,15.2761,15.0872,0.818676,1.0528
37,16,16.391,16.1501,1.33976,1.14126
37,17,16.7902,16.772,1.17548,0.939248
37,18,18.0335,18.0405,0.251379,1.23116
37,19,18.9594,18.6181,1.02189,1.01577
38,0,0,0,1,1
38,1,1.10578,1.63287,1.12583,0.854338
38,2,2.10694,2.16974,1.04181,1.13501
38,3,2.83395,3.28046,0.776637,1.38737
38,4,4.18436,4.36776,1.17525,0.874471
38,5,5.48601,4.94623,1.10907,1.58569
38,6,5.61074,6.11793,0.720438,0.983133
38,7,7.10373,7.61698,1.36366,1.30291
38,8,7.59763,8.06413,1.43416,1.43394
38,9,8.87991,8.70193,0.516909,1.0237
38,10,9.82484,10.5493,1.23001,1.29242
38,11,11.3949,10.729,0.856959,0.454896
38,12,11.7857,11.9129,1.18627,0.651232
38,13,12.7257,13.3384,1.44065,0.847915
38,14,14.1049,13.939,0.709963,0.929978
38,15,14.9299,15.17,0.85374,1.12758
38,16,16.0628,16.0127,0.604409,0.856263
38,17,17.0339,17.1277,0.820331,1.14573
38,18,18.2805,17.9295,0.663708,0.55777
38,19,18.3505,18.8578,0.847865,1.45532
39,0,0,0,1,1
39,1,1.41979,0.973266,1.22198,1.09166
39,2,1.68694,1.98567,0.956054,1.06319
39,3,2.81158,3.0453,0.500441,1.71484
39,4,4.04616,3.93339,0.873023,1.38085
39,5,4.99757,5.2453,0.861722,1.62384
39,6,5.96743,6.1758,1.5147,1.02472
39,7,6.9729,6.69428,0.88971,1.24199
39,8,7.81191,8.05074,1.24132,1.10007
39,9,9.06361,8.62332,0.933373,1.22548
39,10,9.70602,9.71486,0.780895,0.954331
39,11,10.724,11.052,0.868925,0.50606
39,12,12.2501,11.7956,0.813786,1.12712
39,13,13.0392,13.0237,0.608829,1.24995
39,14,13.704,13.8949,0.433657,1.00975
39,15,15.2712,14.6732,0.775396,0.97764
39,16,16.2547,16.1645,0.665251,0.492943
39,17,17.5507,16.9337,1.48593,0.786092
39,18,18.2221,18.0971,1.29192,1.07411
39,19,18.815,19.2665,1.39618,1.22838
40,0,0,0,1,1
40,1,0.938987,0.750875,1.21698,1.22083
40,2,2.10857,2.03688,0.998465,0.786175
40,3,3.23912,3.42233,1.644,1.38515
40,4,3.93892,4.26829,1.42062,0.679193
40,5,4.77192,4.91831,1.08383,1.32067
40,6,5.68207,5.68242,1.52145,0.539876
40,7,7.43291,7.17744,1.31866,0.804117
40,8,7.71177,7.89341,1.07852,1.51513
40,9,8.7845,9.11688,0.305122,1.58561
40,10,10.0571,9.33221,1.07101,1.53682
40,11,11.2432,11.5853,0.71697,1.16633
40,12,11.5634,12.4023,1.17288,1.04435
40,13,13.186,13.0882,1.06211,0.888677
40,14,14.0949,14.264,0.504136,0.906384
40,15,15.3927,14.8609,0.278038,0.654778
40,16,15.6011,15.6778,0.615884,1.40304
40,17,16.9494,16.8513,1.44572,1.05763
40,18,17.7363,18.1702,1.30445,0.816276
40,19,19.1002,19.2281,0.717178,1.14756
41,0,0,0,1,1
41,1,1.3842,1.07543,0.917862,1.14769
41,2,1.93931,1.776,1.15288,0.580604
41,3,3.44782,2.95998,0.760147,0.595696
41,4,3.90722,3.7048,0.620403,1.2363
41,5,5.54846,4.78287,0.77326,0.850728
41,6,6.36416,6.14077,1.00674,0.711341
41,7,6.9612,7.08869,0.780374,1.5101
41,8,8.49047,8.53747,0.785613,1.44552
41,9,8.77212,8.6193,0.733921,1.5374
41,10,10.3767,10.4466,0.523857,1.26032
41,11,11.3062,11.36,1.41096,1.18592
41,12,11.4872,12.1211,0.689916,0.802342
41,13,13.1006,12.4871,0.994079,0.910059
41,14,14.6424,14.4711,1.38109,0.744218
41,15,15.287,15.0912,1.26044,1.26665
41,16,16.1074,16.0533,0.732026,1.01132
41,17,16.6664,16.6112,1.04547,1.00514
41,18,17.8268,18.3594,0.996239,0.69301
41,19,18.8291,18.8604,1.50843,1.20007
42,0,0,0,1,1
42,1,0.6942,1.85428,0.675552,0.537943
42,2,1.70182,2.30104,0.721713,1.17897
42,3,3.0589,3.12537,0.144943,1.16329
42,4,3.58937,4.52046,1.30101,0.997117
42,5,5.3088,4.355,1.1217,1.42482
42,6,6.1365,6.53758,0.896223,1.14863
42,7,7.26791,6.67599,0.958292,0.938635
42,8,8.06486,7.91918,0.827802,1.07864
42,9,8.42456,8.39767,1.15992,0.76288
42,10,9.89724,9.69802,0.590866,0.810192
42,11,10.7922,11.4357,1.05151,0.632899
42,12,11.9084,11.6334,1.12234,0.959607
42,13,12.6797,12.9597,0.945947,1.02764
42,14,13.7235,13.8464,1.07873,1.36686
42,15,15.0465,15.0343,1.10345,1.02151
42,16,15.7256,15.8909,0.509992,1.03684
42,17,16.9837,17.178,0.581756,1.28283
42,18,17.9992,17.634,1.11285,1.26462
42,19,19.3085,18.9767,0.676338,-0.259999
43,0,0,0,1,1
43,1,1.0238,1.29555,1.45139,1.31208
43,2,2.33867,1.85682,1.26676,0.724311
43,3,2.8138,2.76291,1.09825,0.771538
43,4,3.92046,4.01326,0.667781,0.918978
43,5,4.59313,4.91448,1.08198,0.795093
43,6,5.80826,5.4089,1.01136,0.800584
43,7,7.1246,7.32161,1.60686,1.34788
43,8,7.75054,8.81676,1.16157,0.970752
43,9,9.3845,9.40907,0.673561,1.24688
43,10,10.0603,9.92605,1.1248,0.891034
43,11,10.6463,11.5153,1.14796,0.979344
43,12,11.721,12.3205,0.917521,1.10856
43,13,13.1529,12.633,0.925157,0.446202
43,14,13.5346,13.8847,1.04178,0.746182
43,15,15.0108,15.2873,0.469369,1.3432
43,16,16.3687,16.3076,0.850753,0.911119
43,17,17.5571,16.913,1.02136,0.75142
43,18,18.0201,17.7866,1.39196,1.13289
43,19,18.9667,18.7682,0.943624,0.654608
44,0,0,0,1,1
44,1,1.10487,0.821982,0.87304,1.4415
44,2,1.75481,2.24813,0.944757,1.23368
44,3,3.57319,3.3275,0.825756,0.78586
44,4,4.28307,4.31041,0.827138,0.760279
44,5,5.07275,5.1312,1.52516,1.07761
44,6,5.82253,6.0599,0.989511,1.08075
44,7,6.66605,6.64938,1.136,1.22122
44,8,8.00184,7.92368,0.84276,1.60182
44,9,8.99964,9.3093,0.81706,0.685447
44,10,9.9338,10.1529,0.657314,1.41498
44,11,10.9758,11.177,1.00351,1.06899
44,12,12.001,12.2132,1.29939,0.837992
44,13,13.219,13.1211,1.73007,0.771139
44,14,14.1168,13.6259,1.10672,1.00925
44,15,14.8344,14.8355,0.618538,0.957873
44,16,15.9567,16.2321,1.15167,1.32687
44,17,16.8931,17.0925,0.923409,1.41315
44,18,18.0241,18.0282,0.561501,0.0815673
44,19,18.8985,19.2922,0.839241,1.56453
45,0,0,0,1,1
45,1,0.921587,1.14176,1.46828,1.62751
45,2,2.20451,2.05897,0.461205,0.860203
45,3,3.01779,2.54798,0.861877,0.812074
45,4,4.1447,3.57637,0.724008,1.35247
45,5,5.1649,4.58303,0.637038,1.23713
45,6,6.368,5.81335,0.855817,0.742897
45,7,6.78059,7.19682,0.0936085,0.713982
45,8,7.61453,8.07558,0.397399,0.588084
45,9,8.94468,9.10455,0.938754,1.26891
45,10,10.5757,10.0871,0.95877,0.884256
45,11,11.03,10.6891,0.966941,0.778274
45,12,11.1056,12.0337,0.993712,1.12374
45,13,12.6479,12.6465,1.23733,1.11662
45,14,13.8123,13.6147,0.854894,1.59248
45,15,15.2619,14.409,0.941571,1.04136
45,16,16.0636,16.6153,1.11271,1.18208
45,17,16.7707,16.9913,0.518152,0.807179
45,18,17.7543,18.4942,0.451662,0.945393
45,19,19.0423,19.2062,1.49787,1.06056
46,0,0,0,1,1
46,1,1.25179,1.06678,1.41003,1.28123
46,2,1.84675,1.88872,1.12871,0.648045
46,3,2.81349,2.7116,0.608882,1.32142
46,4,3.76654,4.03967,1.22697,1.29928
46,5,4.84799,4.67374,0.716429,0.569912
46,6,6.14894,6.33077,0.503842,0.478525
46,7,7.589,7.30384,0.650696,1.39449
46,8,7.96598,8.21726,1.70605,1.29906
46,9,8.86542,9.03698,1.38795,1.28692
46,10,9.63793,9.71671,1.34729,1.55916
46,11,10.8268,10.7746,0.883206,0.585105
46,12,11.8534,12.0023,1.17117,1.03728
46,13,13.7893,13.2925,0.790246,1.00517
46,14,14.3582,13.8353,1.06588,0.90959
46,15,14.8658,15.1672,0.686861,1.40535
46,16,16.4312,16.246,1.30899,1.93406
46,17,17.4952,16.6189,0.559482,1.2715
46,18,17.8056,18.1941,0.816243,1.02597
46,19,18.5201,18.7984,1.07128,1.59949
47,0,0,0,1,1
47,1,1.49773,0.686599,1.27932,0.55793
47,2,1.75085,1.62963,0.941722,1.10905
47,3,2.91337,3.16444,1.33337,0.870352
47,4,3.67828,3.93134,0.88744,1.4574
47,5,4.26204,4.95995,0.978193,1.10572
47,6,6.0945,6.17663,0.794236,0.769859
47,7,6.92624,6.7422,1.0366,1.40085
47,8,7.55667,8.19495,1.07454,0.883695
47,9,9.09872,9.34694,1.27628,1.42466
47,10,10.027,10.2153,1.02528,0.8122
47,11,10.654,10.6115,1.31688,0.921963
47,12,12.1008,11.8531,1.23422,0.902315
47,13,12.9638,12.674,1.4462,1.22038
47,14,14.2692,14.3228,1.25869,0.709554
47,15,15.0571,15.6862,0.799091,0.469289
47,16,15.95,15.732,0.71573,0.970826
47,17,16.8477,17.1083,1.18682,0.855861
47,18,17.4431,17.9011,1.21053,1.02635
47,19,18.6157,19.2867,1.11162,1.49918
48,0,0,0,1,1
48,1,0.87977,1.11252,0.747955,0.468421
48,2,2.37324,2.18804,0.52523,0.475998
48,3,2.73313,3.11231,0.401125,1.41454
48,4,3.90995,3.61555,0.955961,1.09674
48,5,4.58658,4.49471,1.12526,1.00872
48,6,5.87096,6.01696,0.608817,0.921406
48,7,7.41708,7.23821,0.885248,0.851156
48,8,7.95142,8.15097,0.563535,1.27441
48,9,8.78182,8.9947,0.894679,1.12815
48,10,10.0502,10.1727,0.593259,1.33268
48,11,10.9109,10.7559,0.859023,1.08562
48,12,11.7997,11.9596,0.872937,1.33353
48,13,13.0351,13.5168,1.33719,1.35466
48,14,13.9293,14.1116,1.6646,1.01171
48,15,14.7673,15.0903,0.729372,0.992325
48,16,15.901,15.7507,0.794615,0.617962
48,17,17.1766,17.3372,0.978442,0.519593
48,18,17.5647,18.4117,1.34575,0.876783
48,19,18.6412,18.8801,1.34249,1.03957
49,0,0,0,1,1
49,1,0.996256,1.08383,1.23274,1.03803
49,2,2.63618,1.31876,1.35835,0.743003
49,3,2.75879,2.51153,0.942226,0.560647
49,4,3.90811,3.77424,1.55804,0.20125
49,5,5.67498,5.08048,0.854239,1.03325
49,6,6.38922,6.221,1.18332,1.24123
49,7,7.54643,7.17357,0.935884,0.829539
49,8,7.9506,8.08168,1.16025,1.00111
49,9,8.59462,9.34164,1.22466,0.813729
49,10,9.50596,9.65416,0.761744,0.626962
49,11,11.156,11.0004,1.67798,0.504236
49,12,11.8562,11.9472,0.501268,0.936096
49,13,12.6399,12.5352,1.22289,0.688601
49,14,13.9296,14.0458,0.963249,1.0682
49,15,15.1343,14.9558,1.27764,0.909443
49,16,16.1185,15.8966,1.37693,0.920302
49,17,17.0129,17.017,0.693974,0.686433
49,18,18.1423,17.599,0.809886,1.14747
49,19,18.9674,19.0995,1.11261,1.3005
50,0,0,0,1,1
50,1,0.950606,1.07838,0.924896,0.873556
50,2,1.7376,2.3096,1.66344,0.503714
50,3,3.29785,3.28119,1.11207,0.496491
50,4,3.82984,3.3865,0.958367,2.01687
50,5,4.94661,4.93225,1.01696,0.999893
50,6,6.15821,6.5799,1.11195,0.701181
50,7,7.40403,6.93086,0.905088,0.182209
50,8,7.83802,7.7855,0.844282,0.721145
50,9,9.28182,9.35451,0.997945,0.848828
50,10,9.67783,9.7438,1.51291,1.10806
50,11,11.3127,10.5263,0.977235,1.09451
50,12,11.6111,12.3782,0.659683,0.860292
50,13,12.9891,12.5011,0.967922,1.12438
50,14,13.7058,13.4324,0.694126,1.24888
50,15,14.9668,14.9982,0.978631,1.1148
50,16,15.9099,15.726,0.888442,1.51679
50,17,17.0059,16.9125,0.912626,1.33531
50,18,18.7235,17.9515,0.834595,0.852742
50,19,19.0575,18.7154,1.57079,0.689815
51,0,0,0,1,1
51,1,1.32108,1.06815,0.902893,0.931779
51,2,2.02001,1.64787,0.94932,0.688677
51,3,2.66651,3.16068,1.29812,0.931388
51,4,4.0034,4.34249,0.719309,1.13388
51,5,5.39508,5.02437,1.00913,0.366877
51,6,6.29012,6.11225,0.641295,0.868396
51,7,6.63456,6.96794,1.26816,1.18926
51,8,8.19696,8.06591,0.862138,1.2822
51,9,8.97535,9.23399,1.25882,1.07266
51,10,10.1979,10.0872,0.808024,1.16702
51,11,11.2828,10.9591,1.30813,0.728442
51,12,11.8864,11.572,0.687048,0.780582
51,13,13.1257,12.4546,1.00531,1.02365
51,14,14.07,13.9337,1.27698,0.963674
51,15,15.3239,14.8768,0.522815,1.81682
51,16,16.436,15.771,1.28111,1.23557
51,17,17.1424,17.01,1.12348,1.12325
51,18,18.0858,17.894,1.54507,0.604583
51,19,19.253,19.0852,0.96369,0.946804
52,0,0,0,1,1
52,1,1.13075,1.43622,0.294817,1.27257
52,2,1.88107,1.91422,1.41219,0.795557
52,3,3.41685,2.95228,1.1008,1.14593
52,4,3.50019,3.49068,0.871042,0.917542
52,5,4.81479,4.96572,0.919297,1.11642
52,6,5.80856,6.22796,1.43425,0.938089
52,7,6.33475,7.36369,0.3886,1.34511
52,8,7.49828,7.64602,0.494659,0.905523
52,9,8.71501,9.1572,1.37713,1.60797
52,10,9.79414,9.68564,0.963208,0.521413
52,11,11.1498,10.9484,1.02964,1.2626
52,12,12.1891,11.5903,1.14856,1.13084
52,13,12.9934,13.0627,0.893092,0.878987
52,14,13.9289,14.0185,1.25511,1.34856
52,15,15.2445,14.9634,1.25852,1.02011
52,16,16.2819,16.1981,1.0194,1.52886
52,17,17.202,17.2891,1.05217,1.12111
52,18,18.594,17.9567,1.01577,1.05319
52,19,19.4631,19.0762,0.888482,1.5846
53,0,0,0,1,1
53,1,1.21679,0.55057,0.764278,0.671401
53,2,2.19003,2.37607,1.65952,0.815578
53,3,2.38615,3.67944,1.24353,0.616091
53,4,4.09709,3.31581,1.2916,1.09209
53,5,5.25872,5.17899,0.81566,1.25995
53,6,6.2132,6.07178,1.31321,1.45592
53,7,6.92188,6.83711,0.655616,1.41748
53,8,8.19376,8.36321,1.40261,0.898466
53,9,8.96313,9.12119,1.05091,1.2065
53,10,9.89296,9.96527,0.919349,0.895503
53,11,10.5867,10.776,1.04531,1.24341
53,12,12.3167,12.3922,0.59218,0.952673
53,13,13.0694,12.8545,1.36801,1.42418
53,14,14.3029,14.3681,1.13991,1.24352
53,15,15.5252,15.2415,1.09463,1.26215
53,16,16.206,15.9899,1.47026,0.653431
53,17,17.0837,17.7125,1.03827,1.22535
53,18,17.7234,17.8736,1.52916,0.880891
53,19,19.234,18.8015,0.580605,1.54724
54,0,0,0,1,1
54,1,1.30992,0.980419,0.768061,1.79538
54,2,1.48436,1.92781,0.691321,1.30084
54,3,2.60568,3.36553,0.459218,1.08982
54,4,4.15172,4.38833,0.982878,1.03655
54,5,5.35432,5.19764,1.06464,0.856289
54,6,6.11632,5.74177,0.898563,0.956759
54,7,6.87569,6.92374,1.28513,0.920116
54,8,7.91687,7.62639,0.866551,1.28234
54,9,8.9631,9.15175,0.788734,0.906249
54,10,9.90973,10.6146,0.595623,0.216239
54,11,11.0676,10.8508,0.861948,0.218081
54,12,11.8377,12.2896,1.04686,1.36734
54,13,13.4128,13.0292,0.924579,1.61427
54,14,14.5836,14.2064,1.62234,0.416773
54,15,15.1178,14.701,1.21813,0.877843
54,16,16.0151,15.2524,1.12707,0.293552
54,17,16.8018,16.71,1.06398,0.970763
54,18,17.9264,17.9332,1.06508,1.05536
54,19,19.3274,18.6587,1.14386,0.866696
55,0,0,0,1,1
55,1,1.16721,1.31355,0.967788,0.666048
55,2,1.8539,1.89982,0.766358,1.01027
55,3,3.07422,2.85666,1.03487,0.672518
55,4,4.84247,3.78595,1.02115,0.842928
55,5,4.79961,4.83637,0.720942,1.30902
55,6,5.92796,5.89633,0.615848,0.97052
55,7,6.62195,6.91832,0.870267,0.708328
55,8,7.89305,8.47542,0.796867,0.563869
55,9,8.93894,9.3155,0.913613,0.922357
55,10,9.25901,9.80751,0.87338,0.863433
55,11,10.9218,11.4313,0.33431,0.794604
55,12,11.7571,11.6613,0.956497,0.630999
55,13,13.1091,12.7242,0.97568,0.660107
55,14,13.6549,14.197,1.2576,0.554677
55,15,14.5294,15.1198,0.811399,0.748707
55,16,16.3359,15.9126,1.34092,0.892531
55,17,16.9771,16.3801,0.855905,1.26692
55,18,17.9791,18.0263,1.326,1.51463
55,19,19.2248,18.8885,0.868406,0.585128
56,0,0,0,1,1
56,1,1.12387,0.837605,0.756209,0.945061
56,2,2.40086,1.70674,1.18298,0.876489
56,3,3.0049,3.05168,0.745192,1.82751
56,4,4.47938,3.73893,1.25771,1.12319
56,5,4.94503,5.04618,1.08295,1.24961
56,6,6.03251,5.56514,0.994113,1.11576
56,7,6.85202,7.14136,0.762257,1.1693
56,8,7.67976,8.08262,1.14911,1.12596
56,9,8.83433,8.31096,0.94501,0.583392
56,10,9.50896,10.0221,0.533549,0.776172
56,11,11.2695,11.2658,1.32248,1.32451
56,12,11.3265,12.2351,1.11366,1.70238
56,13,13.1523,12.9179,0.676233,0.715247
56,14,13.8864,14.3432,1.42724,0.781094
56,15,15.0217,14.808,1.18729,0.694254
56,16,15.8845,16.2127,1.10317,0.768912
56,17,17.4479,16.7605,0.94722,0.852252
56,18,18.0326,17.6462,0.813916,0.9495
56,19,18.8278,18.5978,0.851291,0.820696
57,0,0,0,1,1
57,1,1.24863,1.16668,1.28628,1.33336
57,2,2.14985,2.84605,0.889321,1.32709
57,3,3.26509,2.57369,0.331631,0.973858
57,4,3.51125,4.40756,1.35444,0.531826
57,5,4.65863,5.38157,1.48957,0.810621
57,6,5.67528,6.31079,0.950045,1.23446
57,7,6.83132,7.0313,0.530605,1.26364
57,8,8.02548,7.7401,0.731617,0.881122
57,9,8.7227,9.46629,0.689168,0.808541
57,10,9.95019,10.1887,0.536163,1.37078
57,11,11.1118,10.8699,1.04481,0.83489
57,12,11.9336,12.0889,0.785452,0.518588
57,13,13.0107,12.5861,0.669945,0.694756
57,14,14.2169,14.3188,1.44327,1.54
57,15,15.0128,15.0211,1.08751,1.16367
57,16,15.9377,16.0285,1.0592,0.688766
57,17,16.9404,16.6903,1.1908,1.26643
57,18,17.5656,17.8348,1.86625,0.53964
57,19,19.1161,18.5194,0.904781,0.419498
58,0,0,0,1,1
58,1,0.717552,1.54964,0.626978,1.02801
58,2,1.88497,1.87406,0.925783,0.544755
58,3,3.13686,3.72867,0.961223,1.00489
58,4,4.08411,3.96402,1.3197,0.544428
58,5,5.31006,5.43541,0.927184,1.15207
58,6,5.5994,6.08569,1.67691,1.15031
58,7,7.07795,6.65718,0.246944,0.862027
58,8,7.3447,7.59038,0.853276,0.981968
58,9,9.08725,9.47257,1.17923,0.271673
58,10,10.4354,9.62455,1.0251,1.03414
58,11,11.1603,11.3559,0.681254,1.1122
58,12,11.7778,12.0359,0.670794,0.782897
58,13,12.1907,13.2992,1.25001,1.21502
58,14,14.2266,14.1511,0.789335,1.02671
58,15,14.8929,15.2232,0.493523,1.12435
58,16,15.8098,16.5812,0.993694,1.1332
58,17,16.9382,16.9316,0.782374,1.0015
58,18,18.1343,17.9365,0.760373,0.282511
58,19,18.6975,19.0616,0.549814,0.574595
59,0,0,0,1,1
59,1,1.19128,1.0222,0.423968,1.09327
59,2,1.49454,2.1668,1.10106,1.07189
59,3,3.02197,2.88447,1.76763,1.32358
59,4,4.1771,4.04429,1.4413,0.898527
59,5,5.40473,4.94611,1.0974,0.664256
59,6,5.57891,6.6591,1.55438,0.980881
59,7,7.22377,6.65713,1.29763,1.41143
59,8,7.95184,8.04546,1.12409,1.10175
59,9,9.32539,8.91397,1.65162,0.668981
59,10,9.28104,10.3852,0.790459,1.13296
59,11,10.9176,11.1232,1.05193,0.882506
59,12,11.984,12.7698,1.39254,1.06039
59,13,12.6062,13.3011,1.4115,0.947094
59,14,14.0159,14.4923,1.42543,1.47485
59,15,14.7997,14.8459,0.47907,1.17194
59,16,15.6171,15.8843,1.1999,0.875666
