run,chi2
247,30.0098
248,43.0636
249,27.5381
250,25.7626
251,30.7388
252,26.4538
253,63.1776
254,27.2162
255,26.3431
256,32.5761
257,33.7448
258,39.5239
259,32.138
260,21.0245
261,30.09
262,27.4949
263,36.5353
264,38.4096
265,29.7264
266,49.2765
267,32.3917
268,22.8872
269,35.1492
270,39.3117
271,27.0012
272,46.519
273,35.4289
274,36.704
275,23.3627
276,29.4444
277,33.3216
278,20.0035
279,24.1144
280,21.6177
281,47.7155
282,35.8312
283,24.8458
284,32.271
285,28.56
286,31.5686
287,37.337
288,54.9739
289,19.3346
290,23.772
291,30.3607
292,24.0639
293,30.1557
294,38.1409
295,57.7699
296,28.8955
297,37.022
298,26.1626
299,36.0884
300,20.0627
301,30.7862
302,29.2027
303,27.3755
304,26.4045
305,19.1766
306,30.347
307,28.0347
308,35.6324
309,24.4643
310,33.9628
311,33.4858
312,27.8495
313,32.2251
314,36.7154
315,42.9697
316,40.4144
317,32.5445
318,35.3623
319,38.1426
320,51.5423
321,27.7848
322,37.6148
323,31.1548
324,41.0904
325,40.2366
326,27.6426
327,35.8192
328,34.2157
329,19.6561
330,37.7312
331,36.4291
332,31.2533
333,35.8786
334,34.1393
335,31.7262
336,31.1972
337,28.2693
338,36.3376
339,22.4594
340,35.9276
341,37.9013
342,28.0774
343,27.3143
344,28.6217
345,36.1795
346,31.398
347,29.4145
348,31.4305
349,21.0593
350,25.7473
351,23.1089
352,31.7761
353,30.008
354,50.3612
355,30.1239
356,25.9808
357,29.0701
358,35.5856
359,34.5314
360,46.6166
361,37.3465
362,47.6129
363,30.1841
364,32.3985
365,27.2425
366,47.717
367,40.4072
368,40.9104
369,19.6526
370,43.6216
371,28.9547
372,36.9939
373,37.1379
374,31.446
375,45.9019
376,34.7181
377,30.6548
378,35.4093
379,24.44
380,40.8325
381,32.3517
382,52.2008
383,28.123
384,25.1778
385,18.767
386,38.7738
387,28.4516
388,40.752
389,41.4846
390,39.1235
391,23.3085
392,27.8091
393,21.5752
394,30.9738
395,26.849
396,29.2265
397,46.1564
398,39.2476
399,33.7452
400,27.3171
401,17.1674
402,25.8655
403,33.7114
404,34.541
405,31.7445
406,16.9465
407,56.852
408,35.6516
409,42.8777
410,39.3563
411,35.5899
412,30.0306
413,38.258
414,36.0103
415,26.9465
416,25.2972
417,29.4343
418,36.2761
419,23.8122
420,27.8641
421,33.5792
422,26.8414
423,25.715
424,42.1454
425,25.0763
426,25.2922
427,31.9992
428,41.2588
429,44.0379
430,24.5519
431,35.172
432,39.1212
433,44.1116
434,38.6052
435,25.0961
436,33.4827
437,49.3277
438,25.1574
439,21.006
440,43.7214
441,41.1574
442,32.607
443,29.7857
444,46.7406
445,27.5977
446,29.5037
447,41.5303
448,26.3127
449,28.3854
450,26.4771
451,30.7384
452,39.3015
453,29.0576
454,19.2685
455,26.6123
456,21.4199
457,29.276
458,46.8924
459,40.3006
460,28.7036
461,29.1231
462,44.9098
463,20.6354
464,45.6688
465,28.4363
466,33.067
467,8.86512
468,43.8485
469,34.1268
470,21.1689
471,34.0488
472,47.969
473,31.9285
474,32.1426
475,22.0073
476,30.4836
477,41.0695
478,34.8964
479,28.9437
480,45.0007
481,46.3013
482,24.5038
483,32.281
484,34.5799
485,41.6856
486,14.7866
487,13.5544
488,36.297
489,31.4588
490,32.2207
491,18.3351
492,30.7497
493,21.8728
494,45.4164
495,37.806
496,36.2328
497,43.485
498,20.0172
499,39.5112
500,34.4771
501,43.2347
502,40.1195
503,22.8179
504,34.6757
505,31.9666
506,27.8616
507,44.5014
508,17.3708
509,28.2205
510,39.7246
511,36.4459
512,38.4097
513,36.3335
514,27.4887
515,54.0997
516,36.5763
517,25.2321
518,51.9385
519,28.5166
520,21.7219
521,41.8791
522,36.8522
523,30.1612
524,44.773
525,24.8051
526,37.0259
527,29.7555
528,27.4133
529,33.8506
530,30.403
531,45.2283
532,24.7363
533,23.3251
534,47.584
535,37.7113
536,27.2206
537,18.1383
538,29.7822
539,24.4275
540,23.6767
541,38.7936
542,27.1449
543,36.5782
544,34.2939
545,31.5739
546,36.5108
547,32.6739
548,23.7361
549,26.8337
550,51.4678
551,36.2259
552,27.1705
553,51.0869
554,28.6296
555,41.9385
556,24.2721
557,15.751
558,40.4953
559,36.2391
560,32.5125
561,26.0021
562,42.5589
563,35.6021
564,40.1185
565,40.2774
566,34.1628
567,39.6099
568,41.07
569,43.3157
570,24.4376
571,46.4668
572,49.7286
573,40.0878
574,26.9578
575,24.6084
576,36.871
577,25.9889
578,24.5537
579,25.8864
580,16.2211
581,43.4424
582,29.6419
583,36.3327
584,31.227
585,32.4152
586,26.5873
587,30.7863
588,34.1608
589,20.2552
590,45.756
591,26.4811
592,28.3851
593,42.9955
594,45.7071
595,23.3935
596,20.8786
597,28.2745
598,32.8238
599,42.0199
600,25.2443
601,36.7837
602,29.5278
603,16.9276
604,28.2932
605,35.217
606,47.0308
607,37.3149
608,27.8929
609,31.1639
610,37.5075
611,23.5864
612,23.9786
613,39.7868
614,33.9523
615,28.1718
616,48.5877
617,22.9496
618,38.1775
619,39.4545
620,32.4771
621,29.749
622,53.7735
623,25.8344
624,30.3933
625,19.792
626,35.8242
627,13.3574
628,38.1337
629,28.6534
630,45.0777
631,26.0492
632,43.5017
633,31.2946
634,34.526
635,31.0512
636,41.08
637,24.6815
638,33.8459
639,18.5665
640,26.9029
641,37.0655
642,34.1976
643,48.2206
644,39.9733
645,39.2131
646,22.4748
647,34.0315
648,31.918
649,38.0546
650,31.3679
651,36.7873
652,42.5231
653,41.8388
654,23.4024
655,38.5403
656,31.9888
657,25.4465
658,23.0333
659,27.9141
660,32.6493
661,27.517
662,58.8674
663,22.3195
664,43.7505
665,35.5551
666,37.2195
667,27.3869
668,28.505
669,40.6698
670,44.9869
671,37.3028
672,29.5225
673,38.4502
674,48.1481
675,29.6143
676,21.1184
677,42.7715
678,22.1689
679,27.7509
680,26.9381
681,41.6165
682,36.6251
683,26.3231
684,30.1749
685,37.6267
686,27.832
687,23.8549
688,39.8456
689,30.1746
690,36.7904
691,27.5165
692,28.7835
693,55.2967
694,34.5964
695,27.0839
696,35.8487
697,32.5431
698,28.0783
699,42.3626
700,29.0067
701,25.6591
702,49.3814
703,25.9311
704,33.6513
705,42.573
706,42.6151
707,39.8217
708,19.0436
709,31.1799
710,16.4343
711,39.5419
712,23.9506
713,13.8308
714,46.9236
715,39.9594
716,29.1828
717,47.9334
718,30.5346
719,32.4165
720,30.644
721,32.7329
722,20.879
723,25.8678
724,29.2364
725,23.1881
726,27.6678
727,26.7433
728,47.0783
729,36.9391
730,23.6889
731,25.1448
732,33.6343
733,24.8022
734,39.2194
735,32.4134
736,49.3934
737,29.9664
738,33.8128
739,32.3245
740,38.7121
741,21.2632
742,23.3562
743,26.2976
744,36.9506
745,38.0112
746,42.9675
747,49.2028
748,39.3734
749,43.4564
750,15.4585
751,25.5897
752,15.2457
753,36.1308
754,46.2088
755,27.973
756,21.736
757,32.7451
758,35.7305
759,34.9359
760,35.2321
761,27.3557
762,27.2242
763,39.0443
764,25.4611
765,39.5387
766,27.4793
767,21.0846
768,26.864
769,42.4453
770,25.2675
771,22.4205
772,45.0334
773,34.4811
774,30.454
775,35.8539
776,27.8184
777,27.2488
778,31.1361
779,16.556
780,25.1711
781,26.024
782,27.6013
783,44.1984
784,32.0121
785,36.896
786,34.9718
787,24.2909
788,47.0101
789,35.0265
790,29.5322
791,22.9992
792,33.7031
793,51.8644
794,33.4913
795,26.7135
796,41.731
797,33.1569
798,46.0855
799,27.0636
800,41.2208
801,23.6161
802,26.8969
803,33.9049
804,19.0724
805,18.1701
806,37.5204
807,32.2601
808,44.5251
809,26.7041
810,55.5471
811,31.9347
812,17.4432
813,36.2372
814,20.7985
815,37.6241
816,39.9522
817,38.1316
818,28.8187
819,36.2359
820,44.9172
821,33.84
822,37.5146
823,30.1464
824,28.8301
825,27.6308
826,35.1476
827,22.9147
828,40.1548
829,27.0079
830,30.262
831,56.5983
832,21.4364
833,39.0664
834,35.3683
835,21.4013
836,50.3208
837,32.4806
838,45.5978
839,28.9681
840,29.7342
841,34.9884
842,39.2628
843,25.5603
844,32.2306
845,20.8017
846,22.1805
847,34.4353
848,23.2904
849,29.5503
850,32.7504
851,45.0202
852,34.2383
853,49.9867
854,35.0181
855,45.5021
856,26.7228
857,36.7419
858,37.3682
859,25.3118
860,29.2053
861,28.556
862,41.2119
863,29.174
864,36.139
865,38.6882
866,30.6438
867,42.075
868,45.4475
869,53.1515
870,25.3553
871,27.2865
872,38.1093
873,30.2208
874,25.2526
875,38.9387
876,38.9704
877,37.7362
878,39.3641
879,36.7941
880,27.9992
881,41.1897
882,51.7908
883,23.4696
884,38.5867
885,42.7028
886,38.1486
887,32.2394
888,58.78
889,31.0796
890,30.3411
891,21.1427
892,39.3349
893,48.6241
894,28.9019
895,33.5228
896,29.2966
897,32.1131
898,26.1543
899,30.8859
900,30.6652
901,25.3482
902,24.4672
903,35.8128
904,36.5166
905,31.4974
906,32.152
907,37.8907
908,41.3237
909,37.1282
910,35.7369
911,25.0276
912,29.812
913,34.659
914,24.085
915,37.2627
916,44.1696
917,42.5753
918,17.569
919,16.9575
920,38.4932
921,10.9151
922,24.2145
923,32.3768
924,21.6534
925,24.6352
926,32.4982
927,30.7398
928,33.2618
929,38.303
930,32.9703
931,17.038
932,26.1058
933,37.0402
934,30.3371
935,63.7917
936,31.7208
937,30.4595
938,25.1405
939,31.3994
940,28.7342
941,41.8235
942,27.4731
943,33.2382
944,29.5883
945,25.543
946,37.4289
947,28.4306
948,17.497
949,41.0266
950,39.5429
951,26.5942
952,45.2786
953,44.0688
954,26.1528
955,33.1927
956,35.7468
957,29.6495
958,26.4909
959,40.5755
960,30.4907
961,27.607
962,38.4753
963,37.215
964,30.1745
965,40.5248
966,18.1139
967,38.0416
968,39.1278
969,26.8835
970,18.3818
971,39.1567
972,37.326
973,42.4659
974,27.2308
975,34.2315
976,33.6023
977,25.84
978,40.177
979,32.7705
980,29.4253
981,36.239
982,23.8735
983,24.7179
984,27.0265
985,50.1334
986,38.4456
987,36.1989
988,34.6923
989,38.5018
990,30.9593
991,24.1668
992,28.5275
993,29.9351
994,57.3773
995,48.6243
996,47.7045
997,30.8117
998,39.0556
999,44.9512
